id_pk,id_wniosku_fk,id_pracownika_fk,id_stanowiska_fk
54031,54031,48,3
54032,54032,30,1
54033,54033,21,10
54034,54034,38,10
54035,54035,14,8
54036,54036,29,6
54037,54037,7,7
54038,54038,31,9
54039,54039,21,3
54040,54040,12,6
54041,54041,33,10
54042,54042,38,9
54043,54043,4,7
54044,54044,24,7
54045,54045,29,8
54046,54046,41,2
54047,54047,43,5
54048,54048,2,10
54049,54049,5,9
54050,54050,6,1
54051,54051,24,2
54052,54052,22,4
54053,54053,16,3
54054,54054,40,9
54055,54055,44,3
54056,54056,6,8
54057,54057,37,5
54058,54058,19,2
54059,54059,30,1
54060,54060,36,4
54061,54061,34,7
54062,54062,46,10
54063,54063,1,2
54064,54064,2,7
54065,54065,17,1
54066,54066,49,9
54067,54067,43,10
54068,54068,42,10
54069,54069,31,7
54070,54070,5,6
54071,54071,24,8
54072,54072,50,9
54073,54073,1,6
54074,54074,32,1
54075,54075,4,8
54076,54076,6,3
54077,54077,45,4
54078,54078,35,8
54079,54079,49,8
54080,54080,30,10
54081,54081,38,1
54082,54082,28,9
54083,54083,44,8
54084,54084,8,6
54085,54085,4,3
54086,54086,8,7
54087,54087,20,3
54088,54088,15,9
54089,54089,48,5
54090,54090,8,7
54091,54091,1,4
54092,54092,20,9
54093,54093,9,2
54094,54094,9,4
54095,54095,22,1
54096,54096,33,8
54097,54097,3,8
54098,54098,10,2
54099,54099,45,1
54100,54100,25,10
54101,54101,7,6
54102,54102,25,2
54103,54103,17,2
54104,54104,2,10
54105,54105,16,6
54106,54106,20,7
54107,54107,27,8
54108,54108,23,6
54109,54109,10,4
54110,54110,4,3
54111,54111,24,1
54112,54112,43,9
54113,54113,46,7
54114,54114,45,6
54115,54115,42,9
54116,54116,17,3
54117,54117,25,7
54118,54118,26,8
54119,54119,26,6
54120,54120,45,5
54121,54121,46,3
54122,54122,5,7
54123,54123,9,4
54124,54124,27,8
54125,54125,26,9
54126,54126,22,7
54127,54127,37,2
54128,54128,13,10
54129,54129,19,1
54130,54130,18,7
54131,54131,44,2
54132,54132,43,1
54133,54133,37,1
54134,54134,50,9
54135,54135,44,1
54136,54136,15,7
54137,54137,17,1
54138,54138,9,4
54139,54139,32,3
54140,54140,5,5
54141,54141,3,2
54142,54142,11,6
54143,54143,24,1
54144,54144,30,9
54145,54145,21,8
54146,54146,23,2
54147,54147,30,5
54148,54148,41,10
54149,54149,32,1
54150,54150,10,4
54151,54151,45,1
54152,54152,38,2
54153,54153,1,3
54154,54154,23,8
54155,54155,7,9
54156,54156,33,7
54157,54157,28,6
54158,54158,50,10
54159,54159,3,9
54160,54160,14,7
54161,54161,24,9
54162,54162,6,2
54163,54163,20,9
54164,54164,10,9
54165,54165,30,2
54166,54166,9,3
54167,54167,8,9
54168,54168,34,2
54169,54169,44,2
54170,54170,32,4
54171,54171,2,10
54172,54172,43,4
54173,54173,25,8
54174,54174,1,5
54175,54175,9,5
54176,54176,10,2
54177,54177,12,7
54178,54178,14,6
54179,54179,20,9
54180,54180,14,1
54181,54181,48,6
54182,54182,50,7
54183,54183,28,6
54184,54184,27,7
54185,54185,12,10
54186,54186,38,3
54187,54187,34,8
54188,54188,41,6
54189,54189,17,5
54190,54190,14,9
54191,54191,48,3
54192,54192,13,5
54193,54193,25,4
54194,54194,43,3
54195,54195,25,1
54196,54196,5,3
54197,54197,20,3
54198,54198,49,9
54199,54199,28,3
54200,54200,8,6
54201,54201,46,3
54202,54202,28,6
54203,54203,1,4
54204,54204,9,4
54205,54205,46,5
54206,54206,4,7
54207,54207,39,8
54208,54208,27,7
54209,54209,29,6
54210,54210,42,4
54211,54211,2,7
54212,54212,47,7
54213,54213,48,3
54214,54214,2,8
54215,54215,39,2
54216,54216,15,2
54217,54217,50,9
54218,54218,46,5
54219,54219,2,8
54220,54220,35,1
54221,54221,37,10
54222,54222,7,9
54223,54223,45,6
54224,54224,13,5
54225,54225,23,6
54226,54226,12,10
54227,54227,3,7
54228,54228,36,4
54229,54229,41,2
54230,54230,7,2
54231,54231,46,2
54232,54232,26,2
54233,54233,41,1
54234,54234,9,2
54235,54235,36,7
54236,54236,14,6
54237,54237,43,10
54238,54238,40,4
54239,54239,42,1
54240,54240,30,7
54241,54241,39,8
54242,54242,27,1
54243,54243,40,10
54244,54244,40,5
54245,54245,42,9
54246,54246,18,9
54247,54247,14,7
54248,54248,42,1
54249,54249,28,7
54250,54250,6,7
54251,54251,50,5
54252,54252,31,1
54253,54253,13,4
54254,54254,12,10
54255,54255,50,8
54256,54256,26,4
54257,54257,41,2
54258,54258,36,4
54259,54259,12,2
54260,54260,9,7
54261,54261,10,2
54262,54262,33,3
54263,54263,16,3
54264,54264,14,1
54265,54265,48,4
54266,54266,46,9
54267,54267,21,4
54268,54268,21,10
54269,54269,16,6
54270,54270,45,4
54271,54271,7,3
54272,54272,40,4
54273,54273,13,7
54274,54274,6,1
54275,54275,50,9
54276,54276,26,10
54277,54277,1,2
54278,54278,31,7
54279,54279,35,5
54280,54280,36,8
54281,54281,27,4
54282,54282,17,3
54283,54283,50,8
54284,54284,16,4
54285,54285,38,1
54286,54286,25,2
54287,54287,13,2
54288,54288,5,4
54289,54289,3,10
54290,54290,31,3
54291,54291,22,3
54292,54292,1,5
54293,54293,9,1
54294,54294,21,1
54295,54295,24,9
54296,54296,31,3
54297,54297,16,5
54298,54298,48,7
54299,54299,14,6
54300,54300,36,6
54301,54301,32,3
54302,54302,26,10
54303,54303,45,2
54304,54304,34,9
54305,54305,39,10
54306,54306,14,1
54307,54307,38,5
54308,54308,11,7
54309,54309,12,2
54310,54310,15,6
54311,54311,33,10
54312,54312,21,4
54313,54313,2,4
54314,54314,15,1
54315,54315,46,2
54316,54316,40,1
54317,54317,22,7
54318,54318,2,7
54319,54319,3,7
54320,54320,42,5
54321,54321,11,6
54322,54322,47,2
54323,54323,21,6
54324,54324,22,9
54325,54325,26,3
54326,54326,33,8
54327,54327,33,3
54328,54328,20,9
54329,54329,28,1
54330,54330,36,3
54331,54331,18,5
54332,54332,22,5
54333,54333,1,6
54334,54334,11,4
54335,54335,39,8
54336,54336,26,9
54337,54337,44,6
54338,54338,19,6
54339,54339,45,9
54340,54340,42,8
54341,54341,5,5
54342,54342,11,10
54343,54343,6,10
54344,54344,32,9
54345,54345,43,5
54346,54346,14,1
54347,54347,10,8
54348,54348,3,9
54349,54349,22,5
54350,54350,2,3
54351,54351,6,6
54352,54352,42,1
54353,54353,9,2
54354,54354,20,1
54355,54355,48,4
54356,54356,7,4
54357,54357,50,5
54358,54358,14,10
54359,54359,43,10
54360,54360,48,5
54361,54361,18,7
54362,54362,19,5
54363,54363,42,6
54364,54364,43,8
54365,54365,3,8
54366,54366,35,8
54367,54367,40,10
54368,54368,2,8
54369,54369,39,4
54370,54370,30,2
54371,54371,5,1
54372,54372,36,6
54373,54373,21,3
54374,54374,15,1
54375,54375,44,5
54376,54376,37,4
54377,54377,30,1
54378,54378,16,7
54379,54379,32,10
54380,54380,14,1
54381,54381,15,8
54382,54382,31,6
54383,54383,7,3
54384,54384,25,9
54385,54385,29,3
54386,54386,34,3
54387,54387,22,1
54388,54388,13,6
54389,54389,10,8
54390,54390,22,4
54391,54391,20,9
54392,54392,27,6
54393,54393,37,5
54394,54394,50,6
54395,54395,42,1
54396,54396,6,2
54397,54397,1,4
54398,54398,30,8
54399,54399,39,2
54400,54400,17,4
54401,54401,8,7
54402,54402,21,1
54403,54403,25,2
54404,54404,50,3
54405,54405,38,9
54406,54406,50,10
54407,54407,40,10
54408,54408,28,10
54409,54409,16,2
54410,54410,48,1
54411,54411,8,3
54412,54412,42,3
54413,54413,26,10
54414,54414,7,1
54415,54415,37,4
54416,54416,50,7
54417,54417,4,7
54418,54418,27,3
54419,54419,33,7
54420,54420,46,9
54421,54421,12,3
54422,54422,43,5
54423,54423,49,9
54424,54424,42,3
54425,54425,32,4
54426,54426,10,10
54427,54427,29,6
54428,54428,23,2
54429,54429,48,5
54430,54430,38,2
54431,54431,26,4
54432,54432,6,3
54433,54433,46,10
54434,54434,21,8
54435,54435,13,7
54436,54436,34,7
54437,54437,23,5
54438,54438,31,9
54439,54439,33,6
54440,54440,35,9
54441,54441,4,2
54442,54442,11,10
54443,54443,8,7
54444,54444,6,10
54445,54445,33,6
54446,54446,9,1
54447,54447,20,9
54448,54448,28,8
54449,54449,12,7
54450,54450,40,6
54451,54451,7,8
54452,54452,15,4
54453,54453,7,9
54454,54454,45,10
54455,54455,27,9
54456,54456,34,10
54457,54457,39,3
54458,54458,47,8
54459,54459,15,10
54460,54460,7,10
54461,54461,28,4
54462,54462,50,7
54463,54463,29,9
54464,54464,43,3
54465,54465,5,3
54466,54466,6,7
54467,54467,13,9
54468,54468,9,6
54469,54469,49,9
54470,54470,23,10
54471,54471,10,1
54472,54472,29,9
54473,54473,50,3
54474,54474,49,7
54475,54475,16,9
54476,54476,27,4
54477,54477,7,2
54478,54478,50,8
54479,54479,22,9
54480,54480,39,8
54481,54481,23,8
54482,54482,47,5
54483,54483,25,7
54484,54484,32,1
54485,54485,33,5
54486,54486,47,5
54487,54487,47,4
54488,54488,49,5
54489,54489,37,2
54490,54490,43,3
54491,54491,30,1
54492,54492,34,7
54493,54493,21,2
54494,54494,18,4
54495,54495,34,10
54496,54496,11,6
54497,54497,50,10
54498,54498,3,10
54499,54499,8,4
54500,54500,23,9
54501,54501,45,9
54502,54502,25,6
54503,54503,46,7
54504,54504,39,9
54505,54505,4,2
54506,54506,1,5
54507,54507,39,4
54508,54508,1,6
54509,54509,37,8
54510,54510,22,10
54511,54511,12,6
54512,54512,26,7
54513,54513,17,8
54514,54514,11,7
54515,54515,49,7
54516,54516,40,7
54517,54517,18,2
54518,54518,8,10
54519,54519,6,2
54520,54520,11,4
54521,54521,4,5
54522,54522,49,8
54523,54523,6,5
54524,54524,34,4
54525,54525,21,5
54526,54526,9,10
54527,54527,7,2
54528,54528,16,2
54529,54529,14,1
54530,54530,46,5
54531,54531,1,7
54532,54532,50,3
54533,54533,12,7
54534,54534,46,9
54535,54535,43,10
54536,54536,29,4
54537,54537,31,2
54538,54538,47,3
54539,54539,35,9
54540,54540,11,2
54541,54541,49,7
54542,54542,32,4
54543,54543,48,2
54544,54544,26,4
54545,54545,32,6
54546,54546,42,2
54547,54547,50,7
54548,54548,29,5
54549,54549,7,4
54550,54550,36,3
54551,54551,35,7
54552,54552,6,9
54553,54553,25,3
54554,54554,39,8
54555,54555,6,3
54556,54556,32,1
54557,54557,21,4
54558,54558,24,9
54559,54559,29,1
54560,54560,6,8
54561,54561,27,10
54562,54562,38,10
54563,54563,30,2
54564,54564,34,7
54565,54565,5,5
54566,54566,15,10
54567,54567,25,2
54568,54568,29,8
54569,54569,33,10
54570,54570,24,3
54571,54571,40,8
54572,54572,2,6
54573,54573,34,9
54574,54574,41,2
54575,54575,41,4
54576,54576,4,6
54577,54577,1,1
54578,54578,36,10
54579,54579,8,2
54580,54580,19,2
54581,54581,11,10
54582,54582,41,2
54583,54583,12,2
54584,54584,10,3
54585,54585,46,2
54586,54586,3,10
54587,54587,45,6
54588,54588,25,1
54589,54589,49,8
54590,54590,37,2
54591,54591,9,3
54592,54592,25,10
54593,54593,11,2
54594,54594,30,2
54595,54595,44,4
54596,54596,47,1
54597,54597,3,6
54598,54598,35,7
54599,54599,9,6
54600,54600,41,4
54601,54601,32,5
54602,54602,25,1
54603,54603,41,3
54604,54604,37,1
54605,54605,40,9
54606,54606,8,3
54607,54607,15,3
54608,54608,3,10
54609,54609,15,3
54610,54610,8,8
54611,54611,1,4
54612,54612,31,2
54613,54613,21,6
54614,54614,4,8
54615,54615,21,10
54616,54616,1,10
54617,54617,37,8
54618,54618,46,6
54619,54619,39,5
54620,54620,32,7
54621,54621,36,10
54622,54622,30,9
54623,54623,25,10
54624,54624,36,3
54625,54625,47,4
54626,54626,18,10
54627,54627,38,4
54628,54628,15,2
54629,54629,40,4
54630,54630,14,10
54631,54631,46,6
54632,54632,13,2
54633,54633,20,2
54634,54634,21,2
54635,54635,29,6
54636,54636,35,5
54637,54637,46,4
54638,54638,12,1
54639,54639,34,5
54640,54640,19,6
54641,54641,30,5
54642,54642,36,8
54643,54643,37,5
54644,54644,20,5
54645,54645,20,3
54646,54646,11,10
54647,54647,23,6
54648,54648,1,8
54649,54649,20,3
54650,54650,23,8
54651,54651,12,10
54652,54652,12,10
54653,54653,27,2
54654,54654,33,6
54655,54655,29,9
54656,54656,16,1
54657,54657,33,5
54658,54658,15,3
54659,54659,26,9
54660,54660,26,5
54661,54661,10,5
54662,54662,44,4
54663,54663,7,7
54664,54664,45,6
54665,54665,38,9
54666,54666,29,5
54667,54667,31,2
54668,54668,42,8
54669,54669,38,2
54670,54670,2,10
54671,54671,27,9
54672,54672,3,1
54673,54673,11,3
54674,54674,5,5
54675,54675,37,1
54676,54676,29,7
54677,54677,10,7
54678,54678,18,7
54679,54679,31,7
54680,54680,35,2
54681,54681,1,3
54682,54682,5,5
54683,54683,41,8
54684,54684,43,2
54685,54685,28,1
54686,54686,46,4
54687,54687,42,3
54688,54688,46,10
54689,54689,15,9
54690,54690,17,9
54691,54691,25,7
54692,54692,15,6
54693,54693,11,6
54694,54694,31,7
54695,54695,5,4
54696,54696,36,2
54697,54697,35,5
54698,54698,3,9
54699,54699,36,8
54700,54700,31,4
54701,54701,1,7
54702,54702,12,8
54703,54703,29,7
54704,54704,32,9
54705,54705,20,8
54706,54706,41,9
54707,54707,42,2
54708,54708,11,4
54709,54709,11,3
54710,54710,15,5
54711,54711,19,10
54712,54712,50,9
54713,54713,48,6
54714,54714,14,10
54715,54715,26,2
54716,54716,8,4
54717,54717,12,5
54718,54718,7,1
54719,54719,22,5
54720,54720,43,9
54721,54721,32,9
54722,54722,36,10
54723,54723,18,2
54724,54724,40,10
54725,54725,21,2
54726,54726,31,4
54727,54727,50,6
54728,54728,47,10
54729,54729,3,8
54730,54730,2,5
54731,54731,28,6
54732,54732,26,7
54733,54733,12,10
54734,54734,22,6
54735,54735,50,7
54736,54736,32,7
54737,54737,33,8
54738,54738,23,10
54739,54739,9,7
54740,54740,15,3
54741,54741,14,8
54742,54742,50,2
54743,54743,48,6
54744,54744,28,2
54745,54745,36,6
54746,54746,5,9
54747,54747,10,6
54748,54748,4,7
54749,54749,44,1
54750,54750,29,7
54751,54751,8,6
54752,54752,31,8
54753,54753,44,9
54754,54754,38,10
54755,54755,46,7
54756,54756,26,9
54757,54757,31,5
54758,54758,35,3
54759,54759,34,2
54760,54760,44,7
54761,54761,9,2
54762,54762,7,5
54763,54763,37,9
54764,54764,50,2
54765,54765,1,1
54766,54766,19,6
54767,54767,43,7
54768,54768,20,8
54769,54769,7,2
54770,54770,39,3
54771,54771,18,3
54772,54772,3,1
54773,54773,48,1
54774,54774,9,3
54775,54775,15,1
54776,54776,12,4
54777,54777,48,2
54778,54778,42,2
54779,54779,5,3
54780,54780,10,7
54781,54781,20,7
54782,54782,46,9
54783,54783,1,5
54784,54784,20,9
54785,54785,45,3
54786,54786,18,3
54787,54787,17,9
54788,54788,25,6
54789,54789,8,4
54790,54790,28,8
54791,54791,30,4
54792,54792,50,7
54793,54793,10,1
54794,54794,4,9
54795,54795,44,3
54796,54796,2,9
54797,54797,33,3
54798,54798,33,3
54799,54799,32,1
54800,54800,34,6
54801,54801,40,10
54802,54802,15,8
54803,54803,31,1
54804,54804,40,10
54805,54805,34,3
54806,54806,6,10
54807,54807,20,8
54808,54808,6,2
54809,54809,50,5
54810,54810,11,2
54811,54811,37,3
54812,54812,42,8
54813,54813,18,7
54814,54814,17,6
54815,54815,47,10
54816,54816,38,5
54817,54817,39,3
54818,54818,33,7
54819,54819,48,2
54820,54820,45,4
54821,54821,37,2
54822,54822,17,10
54823,54823,46,5
54824,54824,40,1
54825,54825,45,1
54826,54826,36,3
54827,54827,3,3
54828,54828,29,4
54829,54829,2,1
54830,54830,19,2
54831,54831,22,6
54832,54832,36,2
54833,54833,13,2
54834,54834,6,2
54835,54835,44,4
54836,54836,14,2
54837,54837,5,2
54838,54838,22,1
54839,54839,43,3
54840,54840,27,7
54841,54841,48,8
54842,54842,21,10
54843,54843,46,2
54844,54844,4,3
54845,54845,43,3
54846,54846,36,9
54847,54847,11,1
54848,54848,28,1
54849,54849,39,9
54850,54850,2,7
54851,54851,18,6
54852,54852,40,1
54853,54853,16,3
54854,54854,30,5
54855,54855,21,6
54856,54856,22,2
54857,54857,45,8
54858,54858,45,2
54859,54859,5,10
54860,54860,18,8
54861,54861,23,2
54862,54862,33,2
54863,54863,12,4
54864,54864,13,9
54865,54865,44,1
54866,54866,11,7
54867,54867,24,9
54868,54868,17,1
54869,54869,23,1
54870,54870,41,6
54871,54871,19,5
54872,54872,29,5
54873,54873,25,9
54874,54874,44,9
54875,54875,11,9
54876,54876,46,8
54877,54877,45,8
54878,54878,46,8
54879,54879,2,5
54880,54880,37,8
54881,54881,4,2
54882,54882,23,7
54883,54883,12,3
54884,54884,6,5
54885,54885,9,9
54886,54886,25,6
54887,54887,40,4
54888,54888,3,4
54889,54889,42,1
54890,54890,37,9
54891,54891,43,5
54892,54892,5,4
54893,54893,17,9
54894,54894,31,1
54895,54895,15,2
54896,54896,9,3
54897,54897,46,2
54898,54898,49,5
54899,54899,42,10
54900,54900,40,6
54901,54901,18,8
54902,54902,16,4
54903,54903,21,10
54904,54904,21,3
54905,54905,22,6
54906,54906,44,2
54907,54907,36,10
54908,54908,4,4
54909,54909,26,5
54910,54910,13,10
54911,54911,48,5
54912,54912,29,10
54913,54913,50,1
54914,54914,42,10
54915,54915,32,5
54916,54916,11,7
54917,54917,47,5
54918,54918,27,5
54919,54919,37,9
54920,54920,24,4
54921,54921,38,4
54922,54922,25,3
54923,54923,24,5
54924,54924,40,7
54925,54925,46,1
54926,54926,29,3
54927,54927,19,2
54928,54928,15,8
54929,54929,17,2
54930,54930,1,1
54931,54931,12,7
54932,54932,11,5
54933,54933,35,1
54934,54934,47,3
54935,54935,32,6
54936,54936,30,3
54937,54937,49,3
54938,54938,40,2
54939,54939,44,7
54940,54940,7,2
54941,54941,39,4
54942,54942,8,6
54943,54943,43,4
54944,54944,18,8
54945,54945,5,3
54946,54946,26,6
54947,54947,50,6
54948,54948,29,5
54949,54949,15,7
54950,54950,24,10
54951,54951,10,10
54952,54952,16,1
54953,54953,17,10
54954,54954,16,5
54955,54955,1,1
54956,54956,16,2
54957,54957,48,5
54958,54958,17,9
54959,54959,35,4
54960,54960,16,8
54961,54961,23,6
54962,54962,7,8
54963,54963,28,9
54964,54964,50,4
54965,54965,28,7
54966,54966,49,8
54967,54967,16,6
54968,54968,30,10
54969,54969,8,2
54970,54970,20,2
54971,54971,20,5
54972,54972,27,1
54973,54973,45,7
54974,54974,4,7
54975,54975,25,1
54976,54976,45,7
54977,54977,33,1
54978,54978,47,6
54979,54979,42,1
54980,54980,25,3
54981,54981,1,4
54982,54982,49,5
54983,54983,40,7
54984,54984,30,4
54985,54985,28,6
54986,54986,19,7
54987,54987,33,7
54988,54988,43,4
54989,54989,26,5
54990,54990,40,10
54991,54991,48,9
54992,54992,22,2
54993,54993,19,3
54994,54994,9,1
54995,54995,17,7
54996,54996,42,3
54997,54997,44,2
54998,54998,30,10
54999,54999,18,2
55000,55000,32,7
55001,55001,27,8
55002,55002,20,5
55003,55003,35,1
55004,55004,16,7
55005,55005,30,1
55006,55006,38,6
55007,55007,17,7
55008,55008,16,6
55009,55009,24,9
55010,55010,4,6
55011,55011,48,4
55012,55012,4,10
55013,55013,50,7
55014,55014,18,10
55015,55015,29,5
55016,55016,39,7
55017,55017,3,5
55018,55018,1,2
55019,55019,8,9
55020,55020,37,6
55021,55021,30,9
55022,55022,47,8
55023,55023,31,7
55024,55024,3,5
55025,55025,47,7
55026,55026,5,2
55027,55027,42,3
55028,55028,12,8
55029,55029,10,5
55030,55030,37,1
55031,55031,48,9
55032,55032,8,3
55033,55033,20,5
55034,55034,28,2
55035,55035,33,9
55036,55036,49,3
55037,55037,37,9
55038,55038,23,2
55039,55039,14,5
55040,55040,34,10
55041,55041,18,5
55042,55042,1,3
55043,55043,29,3
55044,55044,42,1
55045,55045,25,2
55046,55046,9,4
55047,55047,37,1
55048,55048,12,5
55049,55049,43,2
55050,55050,15,4
55051,55051,16,4
55052,55052,12,6
55053,55053,31,1
55054,55054,42,10
55055,55055,26,6
55056,55056,36,8
55057,55057,14,2
55058,55058,46,3
55059,55059,47,8
55060,55060,35,1
55061,55061,43,10
55062,55062,42,6
55063,55063,48,4
55064,55064,6,8
55065,55065,6,2
55066,55066,11,6
55067,55067,43,8
55068,55068,5,7
55069,55069,9,5
55070,55070,39,3
55071,55071,9,7
55072,55072,36,9
55073,55073,34,3
55074,55074,10,7
55075,55075,33,6
55076,55076,11,9
55077,55077,46,10
55078,55078,39,4
55079,55079,12,8
55080,55080,15,7
55081,55081,2,5
55082,55082,11,4
55083,55083,38,2
55084,55084,27,2
55085,55085,12,7
55086,55086,31,6
55087,55087,38,4
55088,55088,38,4
55089,55089,23,7
55090,55090,28,1
55091,55091,45,9
55092,55092,50,9
55093,55093,15,9
55094,55094,25,5
55095,55095,49,5
55096,55096,30,6
55097,55097,47,3
55098,55098,28,3
55099,55099,45,7
55100,55100,39,7
55101,55101,17,3
55102,55102,32,2
55103,55103,20,5
55104,55104,21,5
55105,55105,45,9
55106,55106,23,1
55107,55107,38,3
55108,55108,16,3
55109,55109,39,7
55110,55110,23,3
55111,55111,21,9
55112,55112,1,8
55113,55113,7,3
55114,55114,27,9
55115,55115,29,10
55116,55116,43,8
55117,55117,50,2
55118,55118,35,9
55119,55119,20,7
55120,55120,45,5
55121,55121,12,8
55122,55122,10,9
55123,55123,23,10
55124,55124,4,3
55125,55125,23,6
55126,55126,38,8
55127,55127,36,2
55128,55128,16,10
55129,55129,38,2
55130,55130,25,9
55131,55131,31,3
55132,55132,48,1
55133,55133,5,3
55134,55134,36,3
55135,55135,42,4
55136,55136,40,5
55137,55137,47,10
55138,55138,32,6
55139,55139,27,10
55140,55140,42,9
55141,55141,20,7
55142,55142,40,3
55143,55143,34,3
55144,55144,18,9
55145,55145,40,8
55146,55146,48,2
55147,55147,12,3
55148,55148,8,4
55149,55149,42,10
55150,55150,43,2
55151,55151,44,8
55152,55152,4,10
55153,55153,36,8
55154,55154,4,7
55155,55155,28,3
55156,55156,45,6
55157,55157,19,3
55158,55158,27,6
55159,55159,47,3
55160,55160,42,4
55161,55161,17,3
55162,55162,12,5
55163,55163,26,5
55164,55164,7,7
55165,55165,35,7
55166,55166,39,7
55167,55167,38,9
55168,55168,18,4
55169,55169,44,10
55170,55170,25,2
55171,55171,35,10
55172,55172,28,7
55173,55173,42,8
55174,55174,42,2
55175,55175,40,6
55176,55176,18,10
55177,55177,26,4
55178,55178,23,5
55179,55179,12,5
55180,55180,43,4
55181,55181,29,6
55182,55182,44,4
55183,55183,38,8
55184,55184,27,7
55185,55185,50,10
55186,55186,32,6
55187,55187,33,4
55188,55188,46,7
55189,55189,31,4
55190,55190,15,1
55191,55191,7,8
55192,55192,3,9
55193,55193,18,5
55194,55194,23,3
55195,55195,6,3
55196,55196,20,2
55197,55197,47,8
55198,55198,31,2
55199,55199,4,9
55200,55200,12,1
55201,55201,41,6
55202,55202,19,8
55203,55203,16,2
55204,55204,7,2
55205,55205,37,4
55206,55206,1,1
55207,55207,13,3
55208,55208,47,7
55209,55209,27,5
55210,55210,30,3
55211,55211,24,4
55212,55212,18,2
55213,55213,36,8
55214,55214,16,9
55215,55215,16,9
55216,55216,4,9
55217,55217,17,3
55218,55218,50,6
55219,55219,9,9
55220,55220,9,6
55221,55221,50,1
55222,55222,36,5
55223,55223,43,5
55224,55224,19,2
55225,55225,46,5
55226,55226,42,5
55227,55227,15,7
55228,55228,20,8
55229,55229,39,3
55230,55230,45,5
55231,55231,39,1
55232,55232,50,7
55233,55233,31,1
55234,55234,11,10
55235,55235,12,2
55236,55236,20,8
55237,55237,2,1
55238,55238,40,1
55239,55239,3,4
55240,55240,22,3
55241,55241,21,8
55242,55242,23,10
55243,55243,1,6
55244,55244,45,7
55245,55245,1,8
55246,55246,13,2
55247,55247,8,5
55248,55248,41,4
55249,55249,35,5
55250,55250,49,8
55251,55251,46,8
55252,55252,32,10
55253,55253,46,8
55254,55254,15,7
55255,55255,38,7
55256,55256,34,2
55257,55257,31,5
55258,55258,35,6
55259,55259,7,8
55260,55260,35,2
55261,55261,44,2
55262,55262,28,10
55263,55263,3,10
55264,55264,8,10
55265,55265,24,9
55266,55266,46,8
55267,55267,27,3
55268,55268,13,8
55269,55269,1,8
55270,55270,42,9
55271,55271,7,3
55272,55272,33,2
55273,55273,8,4
55274,55274,20,5
55275,55275,4,10
55276,55276,17,8
55277,55277,40,10
55278,55278,13,8
55279,55279,31,7
55280,55280,29,8
55281,55281,15,9
55282,55282,16,3
55283,55283,3,9
55284,55284,41,4
55285,55285,9,1
55286,55286,9,1
55287,55287,10,10
55288,55288,48,6
55289,55289,5,2
55290,55290,9,7
55291,55291,9,9
55292,55292,21,3
55293,55293,24,10
55294,55294,15,3
55295,55295,16,3
55296,55296,7,8
55297,55297,39,3
55298,55298,31,5
55299,55299,37,4
55300,55300,13,3
55301,55301,11,7
55302,55302,10,9
55303,55303,11,2
55304,55304,42,7
55305,55305,1,10
55306,55306,33,4
55307,55307,1,10
55308,55308,15,7
55309,55309,22,5
55310,55310,9,8
55311,55311,15,3
55312,55312,19,1
55313,55313,28,6
55314,55314,28,5
55315,55315,50,7
55316,55316,8,9
55317,55317,20,3
55318,55318,8,5
55319,55319,39,5
55320,55320,12,9
55321,55321,16,8
55322,55322,48,5
55323,55323,27,3
55324,55324,11,6
55325,55325,18,10
55326,55326,3,9
55327,55327,46,5
55328,55328,39,2
55329,55329,3,6
55330,55330,28,1
55331,55331,33,5
55332,55332,49,1
55333,55333,11,3
55334,55334,3,2
55335,55335,46,4
55336,55336,39,4
55337,55337,50,5
55338,55338,24,9
55339,55339,28,4
55340,55340,39,8
55341,55341,9,5
55342,55342,23,1
55343,55343,2,9
55344,55344,3,6
55345,55345,32,8
55346,55346,7,5
55347,55347,4,3
55348,55348,5,8
55349,55349,29,9
55350,55350,42,2
55351,55351,46,5
55352,55352,4,5
55353,55353,29,1
55354,55354,13,10
55355,55355,5,1
55356,55356,28,8
55357,55357,34,4
55358,55358,42,9
55359,55359,15,7
55360,55360,45,6
55361,55361,5,8
55362,55362,21,7
55363,55363,2,7
55364,55364,43,4
55365,55365,14,4
55366,55366,34,4
55367,55367,46,5
55368,55368,9,2
55369,55369,48,2
55370,55370,3,7
55371,55371,38,7
55372,55372,21,8
55373,55373,47,2
55374,55374,26,4
55375,55375,39,3
55376,55376,24,3
55377,55377,20,7
55378,55378,48,6
55379,55379,5,3
55380,55380,50,10
55381,55381,8,8
55382,55382,12,8
55383,55383,34,8
55384,55384,40,4
55385,55385,1,5
55386,55386,13,10
55387,55387,30,7
55388,55388,35,10
55389,55389,7,7
55390,55390,4,2
55391,55391,22,4
55392,55392,31,1
55393,55393,12,8
55394,55394,3,7
55395,55395,33,4
55396,55396,47,9
55397,55397,35,3
55398,55398,43,6
55399,55399,8,4
55400,55400,35,6
55401,55401,9,6
55402,55402,24,8
55403,55403,30,8
55404,55404,24,7
55405,55405,5,7
55406,55406,18,4
55407,55407,49,1
55408,55408,3,10
55409,55409,47,1
55410,55410,16,7
55411,55411,46,4
55412,55412,10,3
55413,55413,26,7
55414,55414,27,5
55415,55415,30,6
55416,55416,18,3
55417,55417,23,9
55418,55418,39,3
55419,55419,20,10
55420,55420,17,4
55421,55421,10,8
55422,55422,5,8
55423,55423,1,6
55424,55424,6,4
55425,55425,40,8
55426,55426,44,10
