id_daty_pk,data_przyjecia_wniosku,czy_wakacje,czy_wolne,dzien_tygodnia,czy_weekend,pora_roku
1436,2027-10-31,nie_wakacje,tak_wolne,Sunday,nie_weekend,jesien
1437,2027-11-01,nie_wakacje,nie_wolne,Monday,nie_weekend,jesien
1438,2027-11-02,nie_wakacje,nie_wolne,Tuesday,nie_weekend,jesien
1439,2027-11-03,nie_wakacje,nie_wolne,Wednesday,nie_weekend,jesien
1440,2027-11-04,nie_wakacje,nie_wolne,Thursday,nie_weekend,jesien
1441,2027-11-05,nie_wakacje,nie_wolne,Friday,tak_weekend,jesien
1442,2027-11-06,nie_wakacje,tak_wolne,Saturday,tak_weekend,jesien
1443,2027-11-07,nie_wakacje,tak_wolne,Sunday,nie_weekend,jesien
1444,2027-11-08,nie_wakacje,nie_wolne,Monday,nie_weekend,jesien
1445,2027-11-09,nie_wakacje,nie_wolne,Tuesday,nie_weekend,jesien
1446,2027-11-10,nie_wakacje,nie_wolne,Wednesday,nie_weekend,jesien
1447,2027-11-11,nie_wakacje,nie_wolne,Thursday,nie_weekend,jesien
1448,2027-11-12,nie_wakacje,nie_wolne,Friday,tak_weekend,jesien
1449,2027-11-13,nie_wakacje,tak_wolne,Saturday,tak_weekend,jesien
1450,2027-11-14,nie_wakacje,tak_wolne,Sunday,nie_weekend,jesien
1451,2027-11-15,nie_wakacje,nie_wolne,Monday,nie_weekend,jesien
1452,2027-11-16,nie_wakacje,nie_wolne,Tuesday,nie_weekend,jesien
1453,2027-11-17,nie_wakacje,nie_wolne,Wednesday,nie_weekend,jesien
1454,2027-11-18,nie_wakacje,nie_wolne,Thursday,nie_weekend,jesien
1455,2027-11-19,nie_wakacje,nie_wolne,Friday,tak_weekend,jesien
1456,2027-11-20,nie_wakacje,tak_wolne,Saturday,tak_weekend,jesien
1457,2027-11-21,nie_wakacje,tak_wolne,Sunday,nie_weekend,jesien
1458,2027-11-22,nie_wakacje,nie_wolne,Monday,nie_weekend,jesien
1459,2027-11-23,nie_wakacje,nie_wolne,Tuesday,nie_weekend,jesien
1460,2027-11-24,nie_wakacje,nie_wolne,Wednesday,nie_weekend,jesien
1461,2027-11-25,nie_wakacje,nie_wolne,Thursday,nie_weekend,jesien
